gene_name,gene_id,Chow,HFD,FC,P
Rps7,ENSMUSG00000061477,1.93,0,-7.6,1.70E-01
Gm37334,ENSMUSG00000104525,1.92,0,-7.59,1.90E-01
AC140397.1,ENSMUSG00000114617,0,3.06,7.58,2.30E-01
C030017G13Rik,ENSMUSG00000107050,1.89,0,-7.57,3.40E-01
Spata33,ENSMUSG00000048478,0,3.03,7.56,2.40E-01
Gm15696,ENSMUSG00000083853,1.88,0,-7.56,3.40E-01
Snhg12,ENSMUSG00000086290,1.88,0,-7.56,3.50E-01
Tnfaip2,ENSMUSG00000021281,1.88,0,-7.56,3.40E-01
Gimap5,ENSMUSG00000043505,1.87,0,-7.56,3.50E-01
Arhgap19,ENSMUSG00000025154,1.88,0,-7.56,3.50E-01
Gm42583,ENSMUSG00000106826,1.87,0,-7.55,3.50E-01
Gm9575,ENSMUSG00000083692,0,3,7.55,6.60E-02
Mroh2a,ENSMUSG00000079429,1.84,0,-7.53,2.30E-01
Nlrc3,ENSMUSG00000049871,1.83,0,-7.52,3.60E-01
Gm42521,ENSMUSG00000105745,1.82,0,-7.52,3.60E-01
Gm28592,ENSMUSG00000100113,1.81,0,-7.51,2.30E-01
4931428F04Rik,ENSMUSG00000014837,1.79,0,-7.49,3.60E-01
AC135669.2,ENSMUSG00000111491,1.77,0,-7.48,3.70E-01
Gm43203,ENSMUSG00000104897,0,2.85,7.47,2.50E-01
Gm44144,ENSMUSG00000107884,1.77,0,-7.47,3.60E-01
AC158535.1,ENSMUSG00000113757,0,2.84,7.47,2.70E-01
Dmc1,ENSMUSG00000022429,1.75,0,-7.46,3.70E-01
Ccne1,ENSMUSG00000002068,1.74,0,-7.45,2.40E-01
Gm45853,ENSMUSG00000110635,1.74,0,-7.45,3.70E-01
AC165080.4,ENSMUSG00000111465,1.74,0,-7.45,1.10E-01
Cks2,ENSMUSG00000062248,1.73,0,-7.45,3.70E-01
Olfr1393,ENSMUSG00000059864,1.73,0,-7.44,3.70E-01
Gm43275,ENSMUSG00000106798,1.73,0,-7.44,2.60E-01
Kif1a,ENSMUSG00000014602,0,2.77,7.43,2.60E-01
Gm42872,ENSMUSG00000105719,1.72,0,-7.43,3.70E-01
Gm44253,ENSMUSG00000107861,1.71,0,-7.43,3.70E-01
6820402A03Rik,ENSMUSG00000103706,1.71,0,-7.43,3.70E-01
Gm8850,ENSMUSG00000104181,1.71,0,-7.43,3.70E-01
9130024F11Rik,ENSMUSG00000087022,1.71,0,-7.42,3.70E-01
Hoxb5,ENSMUSG00000038700,0,2.74,7.42,2.70E-01
Kcnd3,ENSMUSG00000040896,1.7,0,-7.42,3.70E-01
Gm44867,ENSMUSG00000108650,1.7,0,-7.41,3.70E-01
Gm12346,ENSMUSG00000083899,3.23,0.01,-7.4,1.90E-01
Gm19412,ENSMUSG00000101438,1.69,0,-7.4,3.80E-01
Fance,ENSMUSG00000007570,1.68,0,-7.4,2.20E-01
Gm37250,ENSMUSG00000103854,1.67,0,-7.39,3.80E-01
Gm14403,ENSMUSG00000094786,3.2,0.01,-7.39,1.80E-01
4930448D08Rik,ENSMUSG00000086824,0,2.68,7.39,3.00E-01
Dennd4b,ENSMUSG00000042404,0,2.66,7.37,2.80E-01
Rdh5,ENSMUSG00000025350,0,2.64,7.37,2.80E-01
Mfsd10,ENSMUSG00000001082,1.64,0,-7.37,3.80E-01
Gm11639,ENSMUSG00000040838,1.64,0,-7.36,3.80E-01
Zmynd12,ENSMUSG00000070806,1.64,0,-7.36,3.80E-01
Gm11575,ENSMUSG00000081562,1.64,0,-7.36,3.80E-01
Gm16897,ENSMUSG00000097325,1.64,0,-7.36,3.80E-01
Dnm3,ENSMUSG00000040265,0,2.63,7.36,2.80E-01
9330160F10Rik,ENSMUSG00000072809,1.63,0,-7.35,3.80E-01
Gm12207,ENSMUSG00000086920,0,2.62,7.35,2.80E-01
Slc25a30,ENSMUSG00000022003,0,2.6,7.34,2.80E-01
Grhl3,ENSMUSG00000037188,1.6,0,-7.33,2.40E-01
Gm43466,ENSMUSG00000105824,1.6,0,-7.33,2.50E-01
Hsd3b2,ENSMUSG00000063730,1.6,0,-7.33,2.50E-01
Igha,ENSMUSG00000095079,1.6,0,-7.33,2.40E-01
Gm44009,ENSMUSG00000107503,1.59,0,-7.32,3.80E-01
Actr5,ENSMUSG00000037761,0,2.55,7.32,1.20E-01
Adam1a,ENSMUSG00000072647,1.58,0,-7.31,3.80E-01
AC132901.1,ENSMUSG00000114604,0,2.54,7.31,1.20E-01
Gm45521,ENSMUSG00000109649,1.58,0,-7.31,3.80E-01
Rab32,ENSMUSG00000019832,0,2.53,7.31,2.90E-01
Nt5c3b,ENSMUSG00000017176,1.57,0,-7.3,3.80E-01
Adamts14,ENSMUSG00000059901,1.57,0,-7.3,3.80E-01
2810030D12Rik,ENSMUSG00000099338,1.56,0,-7.29,3.80E-01
Rpa2,ENSMUSG00000028884,3.12,0.02,-7.29,2.00E-01
Gm43213,ENSMUSG00000087233,1.56,0,-7.29,3.80E-01
Rnase1,ENSMUSG00000035896,0.01,4.12,7.29,1.30E-01
4930556M19Rik,ENSMUSG00000096971,1.56,0,-7.29,3.80E-01
H2-Q10,ENSMUSG00000067235,1.55,0,-7.29,2.80E-01
H2-Q5,ENSMUSG00000055413,2.97,0.01,-7.28,1.30E-01
Ccdc166,ENSMUSG00000098176,1.54,0,-7.28,3.90E-01
Cenpx,ENSMUSG00000025144,0,2.47,7.27,1.40E-01
Rgs14,ENSMUSG00000052087,1.53,0,-7.27,3.90E-01
Thg1l,ENSMUSG00000011254,0,2.46,7.26,3.00E-01
Gm12400,ENSMUSG00000083331,1.52,0,-7.26,3.90E-01
Syn3,ENSMUSG00000059602,1.52,0,-7.26,3.90E-01
Cap2,ENSMUSG00000021373,1.52,0,-7.26,3.90E-01
Tmem138,ENSMUSG00000024666,0,2.43,7.25,3.50E-01
Vwa7,ENSMUSG00000007030,1.51,0,-7.24,3.90E-01
Pkmyt1,ENSMUSG00000023908,1.51,0,-7.24,3.90E-01
Pkp1,ENSMUSG00000026413,1.5,0,-7.23,3.90E-01
Gm37524,ENSMUSG00000103780,1.5,0,-7.23,3.90E-01
Eif2ak4,ENSMUSG00000005102,1.49,0,-7.23,2.50E-01
2810410L24Rik,ENSMUSG00000075389,0,2.4,7.23,3.50E-01
Txn-ps1,ENSMUSG00000101567,1.49,0,-7.23,2.70E-01
Gabbr2,ENSMUSG00000039809,1.48,0,-7.22,3.90E-01
Fsip2,ENSMUSG00000075249,1.48,0,-7.22,2.50E-01
Fhl4,ENSMUSG00000050035,1.46,0,-7.2,3.90E-01
Iqgap3,ENSMUSG00000028068,1.45,0,-7.19,3.90E-01
Lypd3,ENSMUSG00000057454,1.43,0,-7.17,2.80E-01
Vnn3,ENSMUSG00000020010,0,2.3,7.17,3.50E-01
Gm43071,ENSMUSG00000105272,1.41,0,-7.15,4.00E-01
Tnfrsf1b,ENSMUSG00000028599,1.4,0,-7.14,2.90E-01
Dffb,ENSMUSG00000029027,0.05,6.79,7.14,9.90E-02
Gm44033,ENSMUSG00000108154,1.4,0,-7.13,2.80E-01
Ift80,ENSMUSG00000027778,1.39,0,-7.13,4.00E-01
Gm22523,ENSMUSG00000089321,0,2.24,7.13,3.60E-01
Gm9725,ENSMUSG00000037982,1.38,0,-7.11,2.70E-01
Chrna10,ENSMUSG00000066279,1.37,0,-7.1,4.00E-01
B230217C12Rik,ENSMUSG00000050538,1.37,0,-7.1,4.00E-01
Grid2ip,ENSMUSG00000010825,1.36,0,-7.1,4.00E-01
AC124687.2,ENSMUSG00000113185,1.36,0,-7.09,4.00E-01
Gm45033,ENSMUSG00000108500,1.35,0,-7.09,2.90E-01
Pla2g4a,ENSMUSG00000056220,1.35,0,-7.09,4.00E-01
Snhg18,ENSMUSG00000096956,0,2.18,7.09,2.00E-01
Elovl5,ENSMUSG00000032349,0.05,6.56,7.08,1.10E-01
Ppm1f,ENSMUSG00000026181,1.35,0,-7.08,4.00E-01
Gm7030,ENSMUSG00000092243,1.34,0,-7.07,4.00E-01
Trp53i11,ENSMUSG00000068735,1.33,0,-7.07,4.00E-01
Bbs4,ENSMUSG00000025235,2.66,0.02,-7.06,2.50E-01
Arsg,ENSMUSG00000020604,0,2.13,7.05,3.80E-01
Sclt1,ENSMUSG00000059834,1.32,0,-7.05,4.00E-01
4930513N10Rik,ENSMUSG00000074136,1.31,0,-7.04,4.10E-01
Zfp65,ENSMUSG00000071281,1.31,0,-7.04,3.00E-01
2010007H06Rik,ENSMUSG00000044694,1.31,0,-7.04,4.10E-01
Gm43668,ENSMUSG00000105176,1.31,0,-7.04,4.10E-01
Mpig6b,ENSMUSG00000073414,1.3,0,-7.03,4.10E-01
B3gat2,ENSMUSG00000026156,1.3,0,-7.03,4.10E-01
Gm37873,ENSMUSG00000102172,1.3,0,-7.03,2.90E-01
Lrrk2,ENSMUSG00000036273,1.3,0,-7.03,4.10E-01
Gm20100,ENSMUSG00000110245,1.29,0,-7.02,3.50E-01
Fastkd3,ENSMUSG00000021532,0,2.07,7.01,3.90E-01
Gm37645,ENSMUSG00000103192,1.29,0,-7.01,4.10E-01
Sh3pxd2a,ENSMUSG00000053617,4.38,0.03,-7.01,8.80E-02
Atr,ENSMUSG00000032409,1.28,0,-7.01,3.60E-01
Dnajc28,ENSMUSG00000039763,0,2.06,7.01,4.00E-01
Slc6a19os,ENSMUSG00000021566,1.28,0,-7,4.10E-01
Zc3h7b,ENSMUSG00000022390,1.27,0,-6.99,3.70E-01
Rrp15,ENSMUSG00000001305,2.53,0.02,-6.99,1.90E-01
Nob1,ENSMUSG00000003848,1.27,0,-6.99,4.10E-01
Rbm48,ENSMUSG00000040302,1.26,0,-6.99,4.10E-01
6720427I07Rik,ENSMUSG00000097375,1.26,0,-6.98,4.10E-01
Gm7285,ENSMUSG00000105408,1.25,0,-6.98,3.70E-01
Mfsd13b,ENSMUSG00000030877,0,2.01,6.98,4.00E-01
Sod3,ENSMUSG00000072941,0,2.01,6.97,4.00E-01
Ap4s1,ENSMUSG00000020955,0,2.01,6.97,4.00E-01
AC122314.1,ENSMUSG00000113571,1.24,0,-6.96,4.20E-01
Ltc4s,ENSMUSG00000020377,0.03,3.27,6.95,2.10E-01
Necab2,ENSMUSG00000031837,1.23,0,-6.95,4.20E-01
Lncpint,ENSMUSG00000044471,1.23,0,-6.95,4.20E-01
Plcb2,ENSMUSG00000040061,1.22,0,-6.94,4.20E-01
Ufsp1,ENSMUSG00000051502,0,1.96,6.94,4.10E-01
Casc1,ENSMUSG00000043541,1.22,0,-6.94,4.20E-01
Stac3,ENSMUSG00000040287,1.22,0,-6.94,4.20E-01
5033406O09Rik,ENSMUSG00000113769,1.22,0,-6.94,3.50E-01
Gm8189,ENSMUSG00000110298,1.21,0,-6.93,4.20E-01
Zfp945,ENSMUSG00000059142,1.21,0,-6.93,4.20E-01
Gm43200,ENSMUSG00000105457,1.21,0,-6.92,4.20E-01
Gcdh,ENSMUSG00000003809,1.21,0,-6.92,4.20E-01
Nkain1,ENSMUSG00000078532,0,1.93,6.92,4.10E-01
Apoh,ENSMUSG00000000049,0,1.9,6.89,4.10E-01
Pyurf,ENSMUSG00000043162,0,1.88,6.88,4.10E-01
Chml,ENSMUSG00000078185,2.23,0.01,-6.87,2.90E-01
Gm19610,ENSMUSG00000107350,0,1.87,6.87,4.20E-01
Hist1h4a,ENSMUSG00000060093,0.03,3.07,6.86,2.10E-01
Fstl3,ENSMUSG00000020325,0.02,3.07,6.86,2.10E-01
Gm7224,ENSMUSG00000083623,2.32,0.02,-6.86,2.80E-01
1700110K17Rik,ENSMUSG00000087047,4.86,0.05,-6.84,7.50E-02
Stat5a,ENSMUSG00000004043,0,1.83,6.84,4.20E-01
Irx3,ENSMUSG00000031734,0,1.82,6.83,4.20E-01
2310039H08Rik,ENSMUSG00000062619,0.01,3,6.83,2.40E-01
Rps4x,ENSMUSG00000031320,0,1.79,6.81,4.20E-01
Mpv17l,ENSMUSG00000022679,0,1.78,6.8,4.20E-01
Gm20559,ENSMUSG00000106734,0,1.76,6.78,4.20E-01
Zfp784,ENSMUSG00000043290,2.09,0.01,-6.78,1.80E-01
Gimap9,ENSMUSG00000051124,0.01,2.9,6.78,7.90E-02
Gm20300,ENSMUSG00000111080,0,1.74,6.76,4.20E-01
Gm15066,ENSMUSG00000083200,2.05,0.01,-6.75,1.70E-01
Rhbg,ENSMUSG00000104445,0,1.71,6.74,4.30E-01
AC158388.2,ENSMUSG00000114765,4.5,0.04,-6.73,1.60E-01
Fam71a,ENSMUSG00000091017,0,1.69,6.73,4.30E-01
C430014B12Rik,ENSMUSG00000097564,0,1.7,6.73,4.30E-01
Lyrm7,ENSMUSG00000020268,0,1.68,6.72,4.30E-01
Tmem241,ENSMUSG00000049411,0.01,2.77,6.71,2.50E-01
Tmed2,ENSMUSG00000029390,0,1.65,6.69,4.30E-01
Haghl,ENSMUSG00000061046,0.03,2.68,6.67,1.20E-01
Smim3,ENSMUSG00000038059,0,1.62,6.66,4.30E-01
Cd99l2,ENSMUSG00000035776,0,1.61,6.66,4.30E-01
Wtip,ENSMUSG00000036459,0,1.61,6.65,4.30E-01
Zfp418,ENSMUSG00000034538,0.03,2.65,6.65,2.60E-01
Fan1,ENSMUSG00000033458,1.91,0.01,-6.64,2.40E-01
Hint2,ENSMUSG00000028470,0.01,2.61,6.63,1.10E-01
Cacna2d1,ENSMUSG00000040118,0.02,2.61,6.63,2.80E-01
Ly6d,ENSMUSG00000034634,4.04,0.04,-6.6,1.70E-01
Eif4a-ps4,ENSMUSG00000101188,0.01,2.5,6.56,1.20E-01
AC123705.1,ENSMUSG00000113195,0.05,4.51,6.53,2.00E-01
Ifi202b,ENSMUSG00000026535,1.75,0.01,-6.53,3.80E-01
Dhx33,ENSMUSG00000040620,1.83,0.02,-6.52,2.10E-01
Gm4784,ENSMUSG00000082189,2.53,0.02,-6.47,2.10E-01
Gm37915,ENSMUSG00000103270,0.05,4.32,6.47,2.10E-01
Chn1,ENSMUSG00000056486,1.67,0.01,-6.46,3.90E-01
Gfod2,ENSMUSG00000013150,0.04,3.46,6.38,1.80E-01
Trim37,ENSMUSG00000018548,1.58,0.01,-6.38,4.00E-01
Wipi1,ENSMUSG00000041895,8.18,0.1,-6.34,7.00E-02
Gm17334,ENSMUSG00000091191,4.21,0.05,-6.34,1.20E-01
Map6,ENSMUSG00000055407,0.03,2.12,6.33,3.50E-01
Ccdc138,ENSMUSG00000038010,3.1,0.04,-6.3,1.60E-01
Tanc2,ENSMUSG00000053580,12.95,0.17,-6.24,9.90E-02
Nsl1,ENSMUSG00000062510,0.01,1.99,6.23,3.90E-01
Prkag3,ENSMUSG00000006542,1.5,0.02,-6.23,4.30E-01
Ispd,ENSMUSG00000043153,0.01,1.93,6.19,3.90E-01
Cers5,ENSMUSG00000023021,0.05,3.49,6.17,1.90E-01
Cep152,ENSMUSG00000068394,0.05,3.37,6.14,1.40E-01
Rnmt,ENSMUSG00000009535,0.02,1.82,6.11,2.20E-01
Cdk4,ENSMUSG00000006728,1.37,0.02,-6.11,2.70E-01
Gm6548,ENSMUSG00000091549,0.03,2.64,6.1,1.50E-01
Lin9,ENSMUSG00000058729,1.91,0.02,-6.08,4.00E-01
Parp11,ENSMUSG00000037997,0.05,3.19,6.06,1.30E-01
Tbc1d22bos,ENSMUSG00000089900,1.82,0.02,-6.02,4.20E-01
AC122367.1,ENSMUSG00000113067,1.24,0.02,-5.95,5.10E-01
Cep290,ENSMUSG00000019971,10.45,0.17,-5.93,9.50E-02
Hist1h4b,ENSMUSG00000069266,0.11,6.31,5.91,2.30E-01
Hypk,ENSMUSG00000027245,6.58,0.11,-5.9,1.30E-01
Pik3r5,ENSMUSG00000020901,2.58,0.05,-5.88,3.90E-01
Cep83os,ENSMUSG00000097164,0.07,3.93,5.86,2.40E-01
Rgl3,ENSMUSG00000040146,2.87,0.05,-5.83,3.80E-01
Aen,ENSMUSG00000030609,4.26,0.07,-5.82,1.90E-01
Efhd1,ENSMUSG00000026255,0.05,2.77,5.8,4.00E-01
Rfc3,ENSMUSG00000033970,2.11,0.04,-5.79,4.20E-01
Tmem181b-ps,ENSMUSG00000096780,0.05,2.69,5.76,4.10E-01
Zfp174,ENSMUSG00000054939,0.05,2.65,5.74,4.00E-01
Camta1,ENSMUSG00000014592,3.31,0.06,-5.73,3.60E-01
6030400A10Rik,ENSMUSG00000105326,11.22,0.22,-5.71,1.10E-01
Glcci1,ENSMUSG00000029638,2.15,0.04,-5.68,2.80E-01
Chchd5,ENSMUSG00000037938,0.05,2.54,5.68,4.30E-01
Jade2,ENSMUSG00000020387,3.38,0.07,-5.67,3.80E-01
Acot6,ENSMUSG00000043487,1.93,0.04,-5.67,4.50E-01
Gm8941,ENSMUSG00000097426,0.08,3.72,5.63,3.50E-01
Nrg4,ENSMUSG00000032311,6.09,0.12,-5.61,1.40E-01
Slfn9,ENSMUSG00000069793,1.65,0.03,-5.6,4.20E-01
Gm11737,ENSMUSG00000080810,3.1,0.06,-5.6,2.10E-01
Kcnj2,ENSMUSG00000041695,0.13,6.03,5.59,1.20E-01
Gm43359,ENSMUSG00000105434,3.11,0.07,-5.57,2.40E-01
Hist1h3a,ENSMUSG00000069265,0.05,2.34,5.56,4.50E-01
Gphn,ENSMUSG00000047454,0.08,3.91,5.55,6.60E-02
Gm8730,ENSMUSG00000063696,3.06,0.07,-5.55,2.40E-01
Tigd5,ENSMUSG00000103906,1.3,0.02,-5.54,5.60E-01
Atic,ENSMUSG00000026192,1.99,0.05,-5.53,2.70E-01
AC154640.4,ENSMUSG00000115624,5.26,0.11,-5.52,6.80E-02
Tpcn2,ENSMUSG00000048677,0.09,4.12,5.51,1.20E-01
Chchd1,ENSMUSG00000063787,0.07,2.98,5.51,4.00E-01
Ptrh2,ENSMUSG00000072582,3.8,0.08,-5.49,2.90E-01
Rasa4,ENSMUSG00000004952,5.43,0.12,-5.49,8.00E-02
Aim2,ENSMUSG00000037860,0.05,2.23,5.49,4.70E-01
Mcrs1,ENSMUSG00000037570,2.91,0.07,-5.47,2.80E-01
Gm44667,ENSMUSG00000109539,6.41,0.15,-5.42,1.70E-01
Sned1,ENSMUSG00000047793,0.07,3.07,5.39,3.50E-01
Gm5915,ENSMUSG00000080021,0.06,2.37,5.37,2.40E-01
Gm26797,ENSMUSG00000097572,6.58,0.15,-5.36,2.10E-01
Nav1,ENSMUSG00000009418,5.09,0.14,-5.28,7.60E-02
Rtn4r,ENSMUSG00000043811,0.15,5.8,5.27,1.60E-01
Fam43a,ENSMUSG00000046546,6.82,0.18,-5.26,2.10E-01
Dcakd,ENSMUSG00000020935,0.29,10.6,5.23,2.10E-01
Ttyh1,ENSMUSG00000030428,1.58,0.04,-5.23,4.00E-01
Smug1,ENSMUSG00000036061,0.21,8.06,5.23,1.50E-01
Igf1r,ENSMUSG00000005533,1.54,0.04,-5.22,1.60E-01
A930004J17Rik,ENSMUSG00000102602,7.4,0.2,-5.22,1.30E-01
Frmd4a,ENSMUSG00000026657,1.58,0.04,-5.21,5.80E-01
Mpv17,ENSMUSG00000107283,0.05,1.85,5.21,5.40E-01
Hist3h2a,ENSMUSG00000078851,2.27,0.06,-5.2,5.00E-01
Rnf170,ENSMUSG00000013878,4.51,0.12,-5.19,2.50E-01
Ttc30b,ENSMUSG00000075273,0.08,2.75,5.18,4.70E-01
Itih5,ENSMUSG00000025780,2.29,0.07,-5.17,3.60E-01
Gm44552,ENSMUSG00000108319,3.2,0.09,-5.17,4.40E-01
Slco4a1,ENSMUSG00000038963,3.53,0.1,-5.17,4.20E-01
Cdkal1,ENSMUSG00000006191,1.37,0.04,-5.15,4.20E-01
Rab4b,ENSMUSG00000053291,3.03,0.09,-5.13,1.30E-01
Sema6b,ENSMUSG00000001227,0.13,4.88,5.12,2.20E-01
Gm43009,ENSMUSG00000105586,1.51,0.05,-5.12,4.30E-01
Zfp317,ENSMUSG00000057551,0.11,3.48,5.12,1.30E-01
Gm43571,ENSMUSG00000106110,2.24,0.07,-5.09,3.70E-01
Gm45716,ENSMUSG00000110344,0.28,9.48,5.09,1.30E-01
Polr3k,ENSMUSG00000038628,2.15,0.07,-5.08,4.00E-01
E330009J07Rik,ENSMUSG00000037172,3.71,0.11,-5.07,4.40E-01
Pla2g4c,ENSMUSG00000033847,12.56,419.61,5.06,2.70E-01
Pelo,ENSMUSG00000042275,0.22,7.65,5.05,1.30E-01
Ly6g6c,ENSMUSG00000092586,2.84,0.08,-5.04,4.70E-01
Hist2h2ac,ENSMUSG00000068855,0.07,2.17,5.04,4.10E-01
Tmem256,ENSMUSG00000070394,0.11,3.41,5.04,2.60E-01
2610306M01Rik,ENSMUSG00000100164,2.81,0.08,-5.02,4.00E-01
Gm17105,ENSMUSG00000091079,2.03,0.07,-5,4.00E-01
Ndor1,ENSMUSG00000006471,4.1,0.13,-4.99,4.50E-01
Aldh5a1,ENSMUSG00000035936,8.89,0.28,-4.95,1.40E-01
Tubgcp5,ENSMUSG00000033790,2.6,0.08,-4.95,4.10E-01
Bcdin3d,ENSMUSG00000037525,0.28,8.6,4.94,1.50E-01
AC125409.1,ENSMUSG00000113003,2.61,0.09,-4.94,3.60E-01
Anapc11,ENSMUSG00000025135,0.21,6.13,4.92,6.00E-02
Zfp329,ENSMUSG00000057894,2.55,0.09,-4.91,3.60E-01
Fkrp,ENSMUSG00000048920,0.15,4.49,4.89,3.00E-01
Klhl12,ENSMUSG00000026455,0.16,4.4,4.86,2.20E-01
Atp11a,ENSMUSG00000031441,4.54,0.15,-4.82,2.10E-01
Nit2,ENSMUSG00000022751,0.15,4.27,4.82,2.80E-01
Gm25517,ENSMUSG00000065799,1.4,0.05,-4.82,6.40E-01
Nhp2,ENSMUSG00000001056,8.14,0.29,-4.81,2.40E-01
Gm37423,ENSMUSG00000104436,4.86,0.18,-4.78,1.20E-01
Gm43039,ENSMUSG00000107200,0.1,2.78,4.78,5.40E-01
Rfx5,ENSMUSG00000005774,5.8,0.22,-4.76,2.20E-01
Rcl1,ENSMUSG00000024785,2.32,0.08,-4.76,5.70E-01
Auts2,ENSMUSG00000029673,1.25,0.05,-4.75,4.40E-01
Apex2,ENSMUSG00000025269,1.65,0.06,-4.74,6.30E-01
Gm6989,ENSMUSG00000112776,0.08,2.02,4.74,6.30E-01
Rps10,ENSMUSG00000052146,2.31,0.08,-4.74,4.30E-01
Vars,ENSMUSG00000007029,6.27,0.24,-4.74,2.00E-01
Nod1,ENSMUSG00000038058,0.08,2.01,4.73,6.10E-01
Mir194-1,ENSMUSG00000065581,5.18,0.19,-4.73,2.80E-01
Hspa2,ENSMUSG00000059970,2.21,0.09,-4.7,4.40E-01
Mrps2,ENSMUSG00000035772,0.23,6.05,4.7,3.00E-01
C3,ENSMUSG00000024164,9.19,0.36,-4.68,2.00E-01
Mad1l1,ENSMUSG00000029554,0.21,5.5,4.68,2.30E-01
Ptprb,ENSMUSG00000020154,11.53,0.46,-4.67,1.50E-01
Gm43788,ENSMUSG00000107286,2.82,0.11,-4.66,4.10E-01
Itga2,ENSMUSG00000015533,4.96,0.2,-4.66,3.90E-01
Gm37531,ENSMUSG00000103696,0.08,1.92,4.66,6.30E-01
Gm39469,ENSMUSG00000110834,0.08,1.9,4.66,4.40E-01
Rnf166,ENSMUSG00000014470,0.16,3.9,4.64,4.00E-01
Rgs2,ENSMUSG00000026360,2.78,0.11,-4.64,4.60E-01
Thoc6,ENSMUSG00000041319,0.21,5.02,4.63,2.80E-01
Alkbh4,ENSMUSG00000039754,0.3,7.25,4.63,2.50E-01
Mzt1,ENSMUSG00000033186,0.13,3.11,4.63,3.60E-01
4933431E20Rik,ENSMUSG00000086968,2.45,0.1,-4.63,4.10E-01
B4galnt4,ENSMUSG00000055629,10.63,0.43,-4.62,1.70E-01
Chac2,ENSMUSG00000020309,0.18,4.52,4.61,2.80E-01
Gm6587,ENSMUSG00000081245,2.6,0.11,-4.6,4.20E-01
Tnip2,ENSMUSG00000059866,2.67,0.11,-4.59,4.00E-01
Zmat5,ENSMUSG00000009076,0.33,7.65,4.58,2.70E-01
Gm37212,ENSMUSG00000104026,6.93,0.29,-4.58,1.60E-01
Fam185a,ENSMUSG00000047221,4.35,0.18,-4.57,4.00E-01
Gm16794,ENSMUSG00000097777,2.12,0.09,-4.57,6.30E-01
Gpr180,ENSMUSG00000022131,0.37,8.75,4.55,4.20E-01
Gm17195,ENSMUSG00000091534,2.09,0.09,-4.55,6.30E-01
Qpctl,ENSMUSG00000030407,2.27,0.1,-4.54,6.30E-01
Wdr62,ENSMUSG00000037020,2.3,0.1,-4.53,4.30E-01
Cul9,ENSMUSG00000040327,4.06,0.18,-4.5,4.60E-01
Pop4,ENSMUSG00000030423,0.31,6.98,4.49,3.60E-01
Ltb4r1,ENSMUSG00000046908,0.13,2.85,4.49,5.90E-01
Sectm1a,ENSMUSG00000025165,0.18,4,4.49,5.40E-01
Zfp974,ENSMUSG00000070709,3,0.13,-4.48,4.30E-01
Mfsd7a,ENSMUSG00000029490,2.71,0.12,-4.48,5.90E-01
Ppm1d,ENSMUSG00000020525,0.24,5.11,4.47,1.70E-01
Gm11545,ENSMUSG00000075611,12.02,0.54,-4.47,1.50E-01
Trmt12,ENSMUSG00000037085,0.24,5.35,4.46,3.00E-01
Adamtsl4,ENSMUSG00000015850,2.81,0.13,-4.45,4.50E-01
Ccdc85b,ENSMUSG00000095098,0.13,2.79,4.45,6.20E-01
Tbc1d32,ENSMUSG00000038122,0.18,3.9,4.44,4.20E-01
Tpx2,ENSMUSG00000027469,2.39,0.11,-4.43,4.70E-01
Cbx8,ENSMUSG00000025578,2.62,0.12,-4.41,4.30E-01
Zdhhc13,ENSMUSG00000030471,10.47,0.49,-4.41,5.10E-02
Lonrf1,ENSMUSG00000039633,1.9,0.09,-4.41,6.50E-01
Ptafr,ENSMUSG00000056529,0.15,3.21,4.41,5.90E-01
Gm5602,ENSMUSG00000086108,4.1,0.2,-4.41,4.30E-01
AC166323.1,ENSMUSG00000112368,2.58,0.12,-4.4,6.20E-01
Exosc3,ENSMUSG00000028322,0.13,2.67,4.4,4.20E-01
Tstd1,ENSMUSG00000103711,0.3,6.2,4.4,3.30E-01
Gm45205,ENSMUSG00000108353,1.41,0.07,-4.4,7.00E-01
Gm20274,ENSMUSG00000108551,0.15,3.2,4.39,5.90E-01
Shroom1,ENSMUSG00000018387,5.32,0.26,-4.37,2.80E-01
Sdr39u1,ENSMUSG00000022223,0.1,2.09,4.36,6.50E-01
Gm42432,ENSMUSG00000105962,2.18,0.11,-4.35,5.30E-01
Ado,ENSMUSG00000057134,0.21,4.12,4.33,5.90E-01
Gm42939,ENSMUSG00000104639,2.25,0.11,-4.33,6.50E-01
Pkhd1,ENSMUSG00000043760,3.03,0.15,-4.33,6.20E-01
Nup85,ENSMUSG00000020739,1.76,0.09,-4.32,4.60E-01
Ms4a12,ENSMUSG00000101031,0.1,2.16,4.32,4.60E-01
Prkrip1,ENSMUSG00000039737,3.03,0.15,-4.32,1.20E-01
Gtf2h5,ENSMUSG00000034345,3.98,0.2,-4.32,2.70E-01
Zfp229,ENSMUSG00000061544,0.1,2.1,4.29,5.40E-01
Fbxl15,ENSMUSG00000025226,0.36,6.9,4.27,3.40E-01
Tatdn1,ENSMUSG00000050891,5.8,0.31,-4.26,1.90E-01
Gm13340,ENSMUSG00000083563,3.16,0.17,-4.26,1.40E-01
Ggct,ENSMUSG00000002797,4.71,0.25,-4.26,4.40E-01
Pmm1,ENSMUSG00000022474,0.41,7.93,4.25,1.20E-01
Rilpl2,ENSMUSG00000029401,8.25,0.43,-4.25,3.90E-01
Sfxn3,ENSMUSG00000025212,2.8,0.14,-4.24,3.60E-01
